EAN;DESCRIPCION;CLASIFICACION;CATEGORIA;PLATAFORMA;Publisher
711719505488;PS4 DS4 (CUH-ZCT1U 04) - Urban Camo - LATAM;PS4;Peripherals;PS4;SCEA
47875771475;GHOSTBUSTER PS4;PS4;Software;PS4;ACTIVISION
47875771499;GHOSTBUSTER XBONE;XBONE;Software;XBONE;ACTIVISION
47875878006;CALL OF DUTY BLACK OPS 3 GOLD EDITION W DLC PS4;PS4;Software;PS4;ACTIVISION
47875878013;CALL OF DUTY BLACK OPS 3 GOLD EDITION W DLC XBONE;XBONE;Software;XBONE;ACTIVISION
711719500919;UNCHARTED: DRAKES FORTUNE - FAVORITOS LATAM PS3;PS3;Software;PS3;SCEA
47875771352;TMNT MUTANTS IN MANHATTAN - PS3;PS3;Software;PS3;ACTIVISION
47875771376;TMNT MUTANTS IN MANHATTAN - PS4;PS4;Software;PS4;ACTIVISION
47875771390;TMNT MUTANTS IN MANHATTAN - XB360;XB360;Software;XB360;ACTIVISION
47875771413;TMNT MUTANTS IN MANHATTAN - XBONE;XBONE;Software;XBONE;ACTIVISION
47875878075;CALL OF DUTY MODERN WARFARE COLLECTION - PS3;PS3;Software;PS3;ACTIVISION
47875878068;CALL OF DUTY MODERN WARFARE COLLECTION - XB360;XB360;Software;XB360;ACTIVISION
722674120135;ONE PIECE BURNING BLOOD PS4;PS4;Software;PS4;BANDAI NAMCO
722674220347;ONE PIECE BURNING BLOOD XBONE;XBONE;Software;XBONE;BANDAI NAMCO
47875877672;OVERWATCH COLLECTORS EDITION ORIGINS PS4;PS4;Software;PS4;ACTIVISION
47875877689;OVERWATCH COLLECTORS EDITION ORIGINS XBONE;XBONE;Software;XBONE;ACTIVISION
47875729858;OVERWATCH COLLECTORS EDITION ORIGINS PC;PC;Software;PC;ACTIVISION
-;PS4 500GB HW Bundle (CUH-1215A) Uncharted Collection Oversleeve - LATAM ;PS4;Component;PS4;SCEA
711719502166;PS4 Uncharted 4 - Special Edition - LATAM;PS4;Software;PS4;SCEA
711719502197;PS4 Uncharted 4 - Libertalia Edition - LATAM;PS4;Software;PS4;SCEA
711719505167;PS4 Uncharted: The Nathan Drake Collection - LATAM - NFR;PS4;NFR Software;PS4;SCEA
711719505150;PS4 500GB HW Bundle (CUH-1215A) Uncharted The Nathan Drake Collection - LATAM;PS4;Hardware;PS4;SCEA
711719504733;PS4 Paragon - LATAM;PS4;Software;PS4;SCEA
711719501480;PS4 No Man's Sky - LATAM;PS4;Software;PS4;SCEA
47875874985;GUITAR HERO LIVE STANDALONE GUITAR PS3;PS3;Software;PS3;ACTIVISION
47875876095;GUITAR HERO LIVE STANDALONE GUITAR PS4;PS4;Software;PS4;ACTIVISION
47875876170;GUITAR HERO LIVE STANDALONE GUITAR Wii-U;WIIU;Software;WIIU;ACTIVISION
47875876125;GUITAR HERO LIVE STANDALONE GUITAR XB360;XB360;Software;XB360;ACTIVISION
47875876156;GUITAR HERO LIVE STANDALONE GUITAR XBONE;XBONE;Software;XBONE;ACTIVISION
93155170285;DOOM - LATAM PS4;PS4;Software;PS4;BETHESDA
93155170278;DOOM - LATAM XBONE;XBONE;Software;XBONE;BETHESDA
47875877627;OVERWATCH ORIGINS PS4;PS4;Software;PS4;ACTIVISION
47875877658;OVERWATCH ORIGINS XBONE;XBONE;Software;XBONE;ACTIVISION
711719503767;PS4 Uncharted 4: A Thief's End - LATAM - NFR;PS4;NFR Software;PS4;SCEA
711719501817;PS4 The Heavy Rain and Beyond: Two Souls Collection - LATAM;PS4;Software;PS4;SCEA
711719501244;PS4 Ratchet & Clank - LATAM;PS4;Software;PS4;SCEA
711719502272;PS4 500GB HW Bundle (CUH-1215A) Uncharted 4 - Limited Edition - LATAM;PS4;Hardware;PS4;SCEA
722674120388;NARUTO SHIPPUDEN: Ultimate Ninja Storm 4;PS4;Software;PS4;BANDAI NAMCO
887256019525;ASSASSINS CREED CHRONICLES - LATAM PS4;PS4;Software;PS4;UBISOFT
887256019532;ASSASSINS CREED CHRONICLES - LATAM XBONE;XBONE;Software;XBONE;UBISOFT
711719503620;PS4 DS4 (CUH-ZCT1U 10) - Gray Blue - LATAM ;PS4;Peripherals;PS4;SCEA
884095161149;PS3 500GB HW Bundle - (Estadoplay 3.0 + GT6 + PES 2016);PS3;Hardware;PS3;SCEA
887256017040;FAR CRY PRIMAL LIMITED EDITION PS4;PS4;Software;PS4;UBISOFT
887256014520;THE DIVISION LIMITED EDITION PS4;PS4;Software;PS4;UBISOFT
887256014537;THE DIVISION LIMITED EDITION XBONE;XBONE;Software;XBONE;UBISOFT
711719502029;PS4 500GB HW Bundle (CUH-1215A) Uncharted 4 - Limited Edition Bulk;PS4;Hardware;PS4;SCEA
1046463700025;PS3 500GB HW Bundle - (Flamingo) - (CECH-4311C + 6 SW);PS3;Hardware;PS3;SCEA
711719503309;PS4 PS4 500GB (CUH-1215A) BNDL - UNCHARTED ND COLLECTION;PS4;Hardware;PS4;SCEA
884095161125;PS4 Sidekick Bundle - (RIPLEY) - (DS4 + PS4 PES 2016) - LATAM;PS4;Peripherals;PS4;SCEA
884095161118;PS3 Sidekick Bundle - (RIPLEY) - (DS3 + PS3 PES 2016) - LATAM;PS3;Peripherals;PS3;SCEA
711719500858;PS3 God of War: Ascension - Favoritos LATAM;PS3;Software;PS3;SCEA
47875876491;CALL OF DUTY BLACK OPS 3 PS4 HARDENED CE;PS4;Software;PS4;ACTIVISION
47875876484;CALL OF DUTY BLACK OPS 3 PS4 JUGGERNOG CE;PS4;Software;PS4;ACTIVISION
47875876514;CALL OF DUTY BLACK OPS 3 XBONE HARDENED CE;XBONE;Software;XBONE;ACTIVISION
47875876507;CALL OF DUTY BLACK OPS 3 XBONE JUGGERNOG CE;XBONE;Software;XBONE;ACTIVISION
711719501787;THE LAST OF US -  NFR - LATAM PS3;PS3;NFR Software;PS3;SCEA
711719502616;LITTLE BIG PLANET 3 -  NFR - LATAM PS3;PS3;NFR Software;PS3;SCEA
711719908197;GOD OF WAR ASCENSION -  NFR - LATAM PS3;PS3;NFR Software;PS3;SCEA
711719915225;GRAN TURISMO 6 -  NFR - LATAM PS3;PS3;NFR Software;PS3;SCEA
722674120326;SWORD ART ONLINE: LOST SONG - LATAM PS4;PS4;Software;PS4;BANDAI NAMCO
887256015626;THE CREW WILD RUN PS4;PS4;Software;PS4;UBISOFT
887256015633;THE CREW WILD RUN - LATAM XBONE;XBONE;Software;XBONE;UBISOFT
47875771062;TONY HAWK PRO SKATER 5 PS3;PS3;Software;PS3;ACTIVISION
47875771086;TONY HAWK PRO SKATER 5 XB360;XB360;Software;XB360;ACTIVISION
711719501862;PS4 500GB HW Bundle (CUH-1215A) Limited Edition - Destiny The Taken King - LATAM;PS4;Hardware;PS4;SCEA
887256014711;Rainbow Six Siege Limited Edition Spanish PS4;PS4;Software;PS4;UBISOFT
887256014728;Rainbow Six Siege Limited Edition Spanish XBOX1;XBONE;Software;XBONE;UBISOFT
711719503163;PS4 Star Wars Battlefront - NFR - LATAM;PS4;NFR Software;PS4;SCEA
711719501985;PS4 500GB HW Bundle (CUH-1215A) Star Wars Battlefront - Limited Edition - LATAM;PS4;Hardware;PS4;SCEA
711719502784;FIFA 16 -  NFR - LATAM PS4;PS4;NFR Software;PS4;SCEA
722674120548;PS4 TALES OF ZESTERIA - LATAM PS4;PS4;Software;PS4;BANDAI NAMCO
722674111478;PS3 TALES OF ZESTIRIA - LATAM PS3;PS3;Software;PS3;BANDAI NAMCO
711719502012;PS4 500 GB (CUH-1215A)-STAR WARS BATTLEFRONT LE - BULK PS4;PS4;Hardware;PS4;SCEA
887256015084;ASSASSINS CREED SYNDICATE - LATAM PS4;PS4;Software;PS4;UBISOFT
887256015091;ASSASSINS CREED SYNDICATE - LATAM XBONE;XBONE;Software;XBONE;UBISOFT
722674220071;RIDE - LATAM XBONE;XBONE;Software;XBONE;BANDAI NAMCO
722674120081;RIDE - LATAM PS4;PS4;Software;PS4;BANDAI NAMCO
7707291466302;PS3 12G GoW 1 - 2 - 3 + DS3;PS3;Hardware;PS3;SCEA
722674120401;SAINT SEIYA SOLDIERS SOUL PS4;PS4;Software;PS4;BANDAI NAMCO
722674111911;SAINT SEIYA SOLDIERS SOUL PS3;PS3;Software;PS3;BANDAI NAMCO
47875770669;TONY HAWK PRO SKATER 5 PS4;PS4;Software;PS4;ACTIVISION
47875770683;TONY HAWK PRO SKATER 5 XBONE;XBONE;Software;XBONE;ACTIVISION
47875874565;CALL OF DUTY BLACK OPS 3 PS3 MEXICAN SPANISH;PS3;Software;PS3;ACTIVISION
47875874602;CALL OF DUTY BLACK OPS 3 PS4 MEXICAN SPANISH;PS4;Software;PS4;ACTIVISION
47875874640;CALL OF DUTY BLACK OPS 3 XBOX 360 MEXICAN SPANISH;XB360;Software;XB360;ACTIVISION
47875874688;CALL OF DUTY BLACK OPS 3 XBOX ONE MEXICAN SPANISH;XBONE;Software;XBONE;ACTIVISION
47875874879;GUITAR HERO LIVE XBOX ONE BUNDLE E/S;XBONE;Software;XBONE;ACTIVISION
47875874855;GUITAR HERO LIVE XBOX 360 BUNDLE E/S;XB360;Software;XB360;ACTIVISION
47875874893;GUITAR HERO LIVE WIIU BUNDLE E/S;WIIU;Software;WIIU;ACTIVISION
47875874831;GUITAR HERO LIVE PS4 BUNDLE E/S;PS4;Software;PS4;ACTIVISION
47875874817;GUITAR HERO LIVE PS3 BUNDLE E/S;PS3;Software;PS3;ACTIVISION
83717203063;PRO EVOLUTION SOCCER 2016 - ROLA  PS4;PS4;Software;PS4;KONAMI
83717203087;PRO EVOLUTION SOCCER 2016 - ROLA  PS3;PS3;Software;PS3;KONAMI
83717302094;PRO EVOLUTION SOCCER 2016 - ROLA  XBONE;XBONE;Software;XBONE;KONAMI
83717302131;PRO EVOLUTION SOCCER 2016 - ROLA  XB360;XB360;Software;XB360;KONAMI
711719501039;PS4 500GB (CUH-1215A) - JET BLACK - BULK;PS4;Hardware;PS4;SCEA
711719502630;GOD OF WAR 3 REMASTERED - NFR LATAM PS4;PS4;NFR Software;PS4;SCEA
83717202790;PS4 METAL GEAR SOLID: THE PHANTOM PAIN - ROLA - DAY 1 PS4;PS4;Software;PS4;KONAMI
83717202776;PS3 METAL GEAR SOLID: THE PHANTOM PAIN - ROLA - DAY 1 PS3;PS3;Software;PS3;KONAMI
83717301820;XBONE METAL GEAR SOLID: THE PHANTOM PAIN - ROLA - DAY 1 XBONE;XBONE;Software;XBONE;KONAMI
83717301806;XB360 METAL GEAR SOLID: THE PHANTOM PAIN - ROLA - DAY 1 XB360;XB360;Software;XB360;KONAMI
711719501282;Tearaway: Unfolded - LATAM;PS4;Software;PS4;SCEA
47875874404;PS3 Destiny The Taken King Legendary Edition Ps3 Latam;PS3;Software;PS3;ACTIVISION
47875874442;PS4 Destiny The Taken King Legendary Edition Ps4 Latam;PS4;Software;PS4;ACTIVISION
47875874480;XB360 Destiny The Taken King Legendary Edition Xbox 360 Latam;XB360;Software;XB360;ACTIVISION
47875874527;XBOne Destiny The Taken King Legendary Edition Xbox One Latam;XBONE;Software;XBONE;ACTIVISION
711719047315;PS4 Uncharted 4: A Thief's End - LATAM;PS4;Software;PS4;SCEA
711719502647;PS3 500GB HW Bundle (CECH-4311C) - TLOU, GoW Ascension, GT6, LBP3 - LATAM ;PS3;Hardware;PS3;SCEA
711719039617;PS4 DS4 (CUH-ZCT1U 01) - Magma Red - LATAM;PS4;Peripherals;PS4;SCEA
711719502692;PS4 DS4 (CUH-ZCT1U 05) - 20th Anniversary Ed. Gray - LATAM;PS4;Peripherals;PS4;SCEA
711719502104;PS4 500GB HW Bundle - God of War Remastered ROLA – LATAM ;PS4;Hardware;PS4;SCEA
711719501381;PS4 Uncharted Collection – LATAM ;PS4;Software;PS4;SCEA
711719503040;PS4 500GB HW Bundle - FIFA 2016 - (CUH-1215A);PS4;Hardware;PS4;SCEA
711719053132;PS4 Until Dawn – LATAM ;PS4;Software;PS4;SCEA
1046463700018;Combo PS3 12G + GOW 1-2-3 + PES 2015;PS3;Hardware;PS3;SCEA
711719501329;PS4 God of War 3 Remastered  - LATAM;PS4;Software;PS4;SCEA
711719051916;PS3 Estado Play 2.0 Agosto Alkosto;PS3;Hardware;PS3;SCEA
711719051886;PLAYSTATION 4 HARDWARE 500GB (CUH-1115A) - JET BLACK - LATAM PS4;PS4;Hardware;PS4;SCEA
711719500964;PS3 Estado Play 3.0 Bundle (500G+GoW Asc.+TLOU);PS3;Hardware;PS3;SCEA
7707291466296;PSV HW Bundle + Minecraft Vita;PSV;Hardware;PSV;SCEA
711719053170;PS4-3000295 BLOODBORNE - LATAM;PS4;Software;PS4;SCEA
711719051275;CUH-1115A B01;PS4;Hardware;PS4;SCEA
7707291465930;PS3250G/B+3SW(2NDTIER);PS3;Hardware;PS3;SCEA
7707291465923;PS312GB+3 SW(2NDTIER);PS3;Hardware;PS3;SCEA
7707291466128;PSVITA 2.0 + MDR-XB400;PSV;Hardware;PSV;SCEA
7707291466135;PS312G+GOW+LBPK+MGS;PS3;Hardware;PS3;SCEA
7707291466289;PS4 + KNACK B;PS4;Hardware;PS4;SCEA
7707291466111;PS3 + DESTINY NFR BUNDLE B;PS3;Hardware;PS3;SCEA
NA;CUH-1115A A20;PS4;Hardware;PS4;SCEA
7707291466029;PS3 12G + GoW Coll NFR B;PS3;Hardware;PS3;SCEA
7707291466289;PS4 + KNACK;PS4;Hardware;PS4;SCEA
7707291466272;COMBO PS3 500G + FIFA 15 + GoW Coll.;PS3;Hardware;PS3;SCEA
NA;CECH-4211A;PS3;Hardware;PS3;SCEA
NA;CECH-4211A;PS3;Hardware;PS3;SCEA
7707291466265;PS4 BLACK FRIDAY 2014 BUNDLE ;PS4;Hardware;PS4;SCEA
7707291466227;PS3 12G + MGS + LBPK+ TRTRILOGY;PS3;Hardware;PS3;SCEA
7707291466197;PS3 FAMILY PACK 4 JUEGO;PS3;Software;PS3;SCEA
7707291466098;PS3 + FIFA 15 NFR BUNDLE B;PS3;Hardware;PS3;SCEA
711719500780;PSV-3000798 PS VITA MINECRAFT VOUCHER;PSV;Software;PSV;SCEA
711719470229;PS4-3000643 GRAND THEFT AUTO V NFR LATAM;PS4;NFR Software;PS4;SCEA
711719500414;PS4-3000698 THE LAST OF US REMASTERED;PS4;NFR Software;PS4;SCEA
7707291466234;PS3 12 + DESTINY + LBPK + DS3 RED;PS3;Hardware;PS3;SCEA
7707291466227;PS3 12G + MGS + LBPK + TR TRILOGY;PS3;Hardware;PS3;SCEA
7707291466203;PS3 PACK HOLYDAY 3 JUEGOS;PS3;Software;PS3;SCEA
7707291466197;PS3 FAMILY PACK 4 JUEGOS;PS3;Software;PS3;SCEA
7707291466159;PS3 12G + GoW 3 + MGS Legacy + TR Trilogy;PS3;Hardware;PS3;SCEA
7707291466166;PS3 12G + FIFA 15 + DS3;PS3;Hardware;PS3;SCEA
NA;CECH-4211A;PS3;Hardware;PS3;SCEA
711719500599;PS3-3000734 PRO EVOLUTION SOCCER 2015;PS3;Software;PS3;SCEA
711719500575;PS4-3000732 PRO EVOLUTION SOCCER 2015;PS4;Software;PS4;SCEA
711719050964;PS3 HW 500GB (CECH-4311C) - LATAM;PS3;Hardware;PS3;SCEA
711719500278;PS4 The Evil Within - ROLA ;PS4;Software;PS4;SCEA
711719500292;PS3 The Evil Within - ROLA;PS3;Software;PS3;SCEA
711719053293;PS4 Minecraft - LATAM;PS4;Software;PS4;SCEA
711719050988;PS VITA Freedom Wars;PSV;Software;PSV;SCEA
711719053248;PS3 LittleBigPlanet 3 - LATAM;PS3;Software;PS3;SCEA
711719053217;PS4 LittleBigPlanet 3 - LATAM;PS4;Software;PS4;SCEA
711719100324;PS4 DRIVE CLUB - LATAM;PS4;Software;PS4;SCEA
711719051275;CUH-1115A B01;PS4;Hardware;PS4;SCEA
711719500056;PS3-3000644 DIGITALES - COUNTERSPY;PS3;Software;PS3;SCEA
711719500070;PS3-3000646 DIGITALES - HELLDIVERS;PS3;Software;PS3;SCEA
711719500087;PS3-3000647 DIGITALES - RAIN;PS3;Software;PS3;SCEA
711719500094;PS3-3000648 DIGITALES - DEAD NATION;PS3;Software;PS3;SCEA
7707291466081;PS4 + FIFA 15 DIGITAL NFR;PS4;Hardware;PS4;SCEA
7707291466104;PS4 + DESTINY NFR BUNDLE;PS4;Hardware;PS4;SCEA
7707291466111;PS3 + DESTINY NFR BUNDLE;PS3;Hardware;PS3;SCEA
7707291466098;PS3 + FIFA 15 NFR BUNDLE;PS3;Hardware;PS3;SCEA
7707291466074;Estado Play 2.0 Bundle;PS3;Hardware;PS3;SCEA
711719470014;PS3-3000590 DIABLO III REAPER OF SOULS U;PS3;Software;PS3;SCEA
711719470007;PS4-3000589 DIABLO III REAPER OF SOULS U;PS4;Software;PS4;SCEA
711719052685;PS3-3000490 METAL GEAR HD COLLECTION FAV;PS3;Software;PS3;SCEA
711719052722;PS3-3000494 SILENT HILL HD FAVORITOS LAT;PS3;Software;PS3;SCEA
711719052623;PS3-3000484 DMC DEVIL MAY CRY FAVORITOS;PS3;Software;PS3;SCEA
711719053057;PS3-3000555 DEAD OR ALIVE 5 ULTIMATE FAV;PS3;Software;PS3;SCEA
711719052784;PS3-3000500 THE WALKING DEAD - GAME OF T;PS3;Software;PS3;SCEA
NA;CUH-1115A B02;PS4;Hardware;PS4;SCEA
711719052951;PS3 BULK DS3 BLUE-FIFA 15 HW BUNDLE;PS3;NFR Peripherals;PS3;SCEA
711719053385;PS4-3000588 DIGITAL VOUCHER CODEFIFA2015;PS4;NFR Software;PS4;SCEA
NA;PS3-3000408 FIFA 15 NFR - LATAM;PS3;NFR Software;PS3;SCEA
NA;PS4-3000471 DESTINY NFR - LATAM;PS4;NFR Software;PS4;SCEA
NA;PS3-3000472 DESTINY NFR - LATAM;PS3;NFR Software;PS3;SCEA
711719992790;PS3-99279 PS3 KING OF FIGHTERS XIII - FA;PS3;Software;PS3;SCEA
711719039211;PS3-3000020 TOMB RAIDER TRILOGY HD FAVOR;PS3;Software;PS3;SCEA
711719039136;PS3-3000012 DEVIL MAY CRY HD COLLECTION;PS3;Software;PS3;SCEA
711719039068;PS3-3000005 TRANSFORMERS FALL OF CYBERTR;PS3;Software;PS3;SCEA
711719039051;PS3-3000004 THE AMAZING SPIDERMAN FAVORI;PS3;Software;PS3;SCEA
7707291466050;PS3 12G + MGS + LBPK + Infamous 2;PS3;Hardware;PS3;SCEA
7707291466043;COMBO PS3 12G + MGS + LBPK;PS3;Hardware;PS3;SCEA
7707291466005;Combo PSV HW 2.0 PreSale;PSV;Hardware;PSV;SCEA
7707291466012;Combo PS3 12G + GoW PreSale;PS3;Hardware;PS3;SCEA
7707291466029;COMBO PS3 12G + GoW Coll NFR;PS3;Hardware;PS3;SCEA
711719052050;PS3 Wolfenstein The New Order ;PS3;Software;PS3;SCEA
711719052036;PS4 Wolfenstein The New Order ;PS4;Software;PS4;SCEA
711719051817;PS4-3000289 THE LAST OF US REMASTERED;PS4;Software;PS4;SCEA
711719051053;PS VITA Hardware WiFi (PCH-2001) Bundle - 8GB, God of War Collection - LATAM;PSV;Hardware;PSV;SCEA
711719050773;PS VITA Sly Cooper Collection;PSV;Software;PSV;SCEA
711719051343;PS3 Minecraft;PS3;Software;PS3;SCEA
711719100447;PS4 THE ORDER 1886;PS4;Software;PS4;SCEA
711719051589;PSV-3000404 PS VITA THE WOLF AMONG US;PSV;Software;PSV;SCEA
711719051435;PSV The Walking Dead 2;PSV;Software;PSV;SCEA
711719051497;PS4 DS4 (CUH-ZCT1U 03) - Glacier White - LATAM;PS4;Peripherals;PS4;SCEA
711719039648;CUH-ZCT1U X - DS4 BLUE LATAM;PS4;Peripherals;PS4;SCEA
NA;PS3 God of War 1 & 2 Collection - LATAM Demosleeve NFR;PS3;NFR Software;PS3;SCEA
NA;PS4-3000412 PS4 FIFA 15 NFR - LATAM;PS4;NFR Software;PS4;SCEA
NA;BCUS-90674 UNCHARTED 3 LATAM BUNDLE;PS3;NFR Software;PS3;SCEA
NA;PS3-3000376 GOD OF WAR 3 - NFR LATAM EST;PS3;NFR Software;PS3;SCEA
711719051046;PS3 HW 12GB (CECH-4211A) -Bundle with GoW Collection;PS3;Hardware;PS3;SCEA
711719050896;PS3 HW 500GB (CECH-4211C) - LATAM;PS3;Hardware;PS3;SCEA
711719990307;PS3 EYE (SLEH-00448);PS3;Peripherals;PS3;SCEA
7707291465701;PS3 12G + SRS-BTS50/B;PS3;Hardware;PS3;SCEA
7707291465718;PS3 12G + SRS-BTS50/W;PS3;Hardware;PS3;SCEA
711719992288;BCUS-98242 PS3 FAVORITOS MOTORSTORM;PS3;Software;PS3;SCEA
711719221883;PSV-22188 GOD OF WAR COLLECTION;PSV;Software;PSV;SCEA
7707291465695;PS Vita + 2 Games + 4GB MC;PSV;Hardware;PSV;SCEA
711719050759;PS3 Metal Gear Solid: Ground Zeroes - ROLA;PS3;Software;PS3;SCEA
711719051008;PS4 Metal Gear Solid: Ground Zeroes - ROLA;PS4;Software;PS4;SCEA
711719992493;PS3 Favoritos Heavy Rain: Director's Cut;PS3;Software;PS3;SCEA
711719039280;PS3 Max Payne 3 Favoritos LATAM;PS3;Software;PS3;SCEA
711719039273;PS3 L.A. Noire Favoritos LATAM;PS3;Software;PS3;SCEA
711719039259;PS3 Red Dead Redemption Favoritos LATAM;PS3;Software;PS3;SCEA
7707291465633;PS Vita + SRS-BTS50/BCUC7;PSV;Hardware;PSV;SCEA
7707291465640;PS Vita + SRS-BTS50/WCUC7;PSV;Hardware;PSV;SCEA
7707291465657;PS Vita + SRS-BTS50/LCUC7;PSV;Hardware;PSV;SCEA
7707291465664;PS Vita + SRS-BTS50/RCUC7;PSV;Hardware;PSV;SCEA
7707291465671;PS Vita + SRS-BTS50/PCUC7;PSV;Hardware;PSV;SCEA
7707291465688;PS3 12G + MDR-XB920/BCLA;PS3;Hardware;PS3;SCEA
711719050551;PS3 Metal Gear Solid: Legacy (LATAM);PS3;Software;PS3;SCEA
7707291465626;PS3 DS3 Bundle (CECHZC2M) - WC2014;PS3;Peripherals;PS3;SCEA
7707291465619;PS3 250GB HW Bundle (CECH-4211B) - WC2014;PS3;Hardware;PS3;SCEA
711719992448;PS3 250GB S/A (CECH-4211B) (LATAM) - WC Bundle;PS3;Hardware;PS3;SCEA
NA;BALON ADIDAS FIFA 2014;NA;NA;NA;SCEA
7707291465190;DS3 + PES 2014;PS3;Peripherals;PS3;SCEA
711719039266;PS3 Red Dead Redemption: Undead Favoritos LATAM;PS3;Software;PS3;SCEA
711719039303;PS3-3000029 PS3 JUST DANCE 3 FAVORITOS;PS3;Software;PS3;SCEA
711719100461;PS4 Infamous Second Son -LATAM;PS4;Software;PS4;SCEA
711719039549;PSV Borderlands 2;PSV;Software;PSV;SCEA
711719100355;PS4 Hardware - LATAM;PS4;Hardware;PS4;SCEA
7707291465213;CONSOLA PS3 250 BLUE + GT6;PS3;Hardware;PS3;SCEA
NA;Gran Turismo 6 -NFR for HW bundle;PS3;NFR Software;PS3;SCEA
711719992479;PS3 Gran Turismo 6 - LATAM;PS3;Software;PS3;SCEA
711719770800;SCPH-90010CB;PS2;Hardware;PS2;SCEA
711719702603;SCPH-10010U;PS2;Peripherals;PS2;SCEA
711719804406;SCPH-10490U;PS2;Peripherals;PS2;SCEA
711719855200;PSP-S110 U;PSP;Peripherals;PSP;SCEA
711719220596;PCH-1010 ZA01;PSV;Hardware;PSV;SCEA
711719770800;SCPH-90010CB;PS2;Hardware;PS2;SCEA
711719851905;PSP-3010 PB;PSP;Hardware;PSP;SCEA
711719804208;CECHZM1U;PS3;Peripherals;PS3;SCEA
711719804604;CECHZR1U;PS3;Peripherals;PS3;SCEA
711719805007;CECHZC2U;PS3;Peripherals;PS3;SCEA
711719990802;CECH-4011B;PS3;Hardware;PS3;SCEA
711719990802;CECH-4011B;PS3;Hardware;PS3;SCEA
711719991601;CECH-4011B LW;PS3;Hardware;PS3;SCEA
7707291458307;PSP-3010 VB;PSP;Hardware;PSP;SCEA
711719801900;CECH-2011A;PS3;Hardware;PS3;SCEA
711719842002;CECH-2511A;PS3;Hardware;PS3;SCEA
711719842200;CECH-2511A SS;PS3;Hardware;PS3;SCEA
711719802402;CECH-3011A;PS3;Hardware;PS3;SCEA
711719802501;CECH-3011B;PS3;Hardware;PS3;SCEA
711719802402;CECH-3011A MB;PS3;Hardware;PS3;SCEA
711719812722;BCUS-98127  PS3 RATCHET & CLANK FUTURE;PS3;Software;PS3;SCEA
711719747925;SCUS-97479  ATV OFFROAD FURY 4;PS2;Software;PS2;SCEA
711719865322;UCUS-98653 PSP GOD OF WAR CHAINS OF OLYM;PSP;Software;PSP;SCEA
711719864820;UCUS-98648 PSP ATV OFFROAD FURY PRO;PSP;Software;PSP;SCEA
711719861829;UCUS-98618  PSP DAXTER;PSP;Software;PSP;SCEA
711719864523;UCUS-98645 PSP SOCOM FIRETEAM BRAVO 2;PSP;Software;PSP;SCEA
711719812029;PS3 RESISTANCE 2;PS3;Software;PS3;SCEA
711719804703;PLAYSTATION Eye SLEH-00201;PS3;Peripherals;PS3;SCEA
711719814825;BCUS-98199  PS3 Little Big Planet;PS3;Software;PS3;SCEA
14633154467;PS3 NBA Live 09;PS3;Software;PS3;SCEA
711719740223;BCUS-98116  PS3 Killzone 2;PS3;Software;PS3;SCEA
711719873129;UCUS-98731   PSP Loco Roco 2;PSP;Software;PSP;SCEA
711719859000;PSP -TRAVELER CASE;PSP;Peripherals;PSP;SCEA
3728;UCUS-98668  PSP Resistance Retribution;PSP;Software;PSP;SCEA
711719873228;UCUS-98732  PSP Patapon 2;PSP;Software;PSP;SCEA
717719748120;PS2 GOD OF WAR 2;PS2;Software;PS2;SCEA
711719732822;PS2 GRAN TURISMO 4;PS2;Software;PS2;SCEA
711719855101;PSP AUDIFONOS;PSP;Peripherals;PSP;SCEA
711719811923;BCUS-98119  PS3 Infamous;PS3;Software;PS3;SCEA
711719820826;BCUS-98208 PS3 Little Big Planet: Game;PS3;Software;PS3;SCEA
711719812326;BCUS-98123 PS3 Uncharted 2: Among Thieve;PS3;Software;PS3;SCEA
711719812425;BCUS-98124 PS3  Ratchet & Clank Future 2;PS3;Software;PS3;SCEA
711719874324;UCUS-98743 PSP MotorStorm: Artic Edge;PSP;Software;PSP;SCEA
711719873822;UCUS-98738 PSP NBA 10;PSP;Software;PSP;SCEA
711719765424;SCUS-97654 PS2 MotorStorm: Arctic Edge;PS2;Software;PS2;SCEA
711719863229;UCUS-98632 PSP Gran Turismo  K;PSP;Software;PSP;SCEA
711719766025;SCUS-97660  PS2 Singstar Latino  K;PS2;Software;PS2;SCEA
711719825029;BCUS-98250 PS3 Singstar Latino;PS3;Software;PS3;SCEA
711719822929;BCUS-98229 PS3 God of War 1&2 Collection;PS3;Software;PS3;SCEA
711719874423;PSP Little Big Planet;PSP;Software;PSP;SCEA
711719814627;BCUS-98146  PS3 White Knight Chronicles;PS3;Software;PS3;SCEA
711719811121;BCUS-98111 PS3 GOW 3;PS3;Software;PS3;SCEA
711719871620;UCUS-98716 PSP SOCOM: Fireteam Bravo 3;PSP;Software;PSP;SCEA
711719874126;UCUS-98741 PSP ModNation;PSP;Software;PSP;SCEA
711719816720;BCUS-98167 PS3 ModNation;PS3;Software;PS3;SCEA
711719220039;PSV WIPEOUT 2048;PSV;Software;PSV;SCEA
711719220053;PCSA-22005 PSV SMART AS LATAM SPECIFIC;PSV;Software;PSV;SCEA
711719220060;PCSA-22006 REALITY FIGHTER;PSV;Software;PSV;SCEA
711719220077;PSV GRAVITY RUSH;PSV;Software;PSV;SCEA
711719220084;PSV LITTLE DEVIANTS;PSV;Software;PSV;SCEA
